sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,countries,country_of_manufacture,creareseo_discontinued,creareseo_discontinued_product,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery_time,description,designer,director,edition,featured,filmtitle,gallery,gift_message_available,has_options,image,image_label,known,media_gallery,meta_autogenerate,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,poster_condition,price,print_tech,required_options,short_description,size,small_image,small_image_label,special_from_date,special_price,special_to_date,starring,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
PosterLK00119,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1975 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00119.jpg,,,,,,,,,,,,Rodeo,,,,,mint,130.0000,digital reprint,0,Rodeo,ca. 70x100 cm,/k/o/konopelski-posterlk00119.jpg,,,,,,1,2,/k/o/konopelski-posterlk00119.jpg,,2014-11-06 18:58:50,leonard-konopelski/rodeo,leonard-konopelski/rodeo.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00119.jpg,,0,1,,,,,,,,,,,,,,,,
PosterLK00120,,Default,simple,OTHER POSTER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1980 / R 2008,Polish Poster,Konopelski,,reprint,Nein,,,,0,/k/o/konopelski-posterlk00120.jpg,,,,Nein,,,,,,Im Einkaufswagen,Nein,Moscow 80 Weight Liffting,,,Produktinformationsspalte,,mint,130.0000,digital reprint,0,Moscow 80 Weight Liffting,"ca. 65,5x101,5 cm",/k/o/konopelski-posterlk00120.jpg,,,,,,1,2,/k/o/konopelski-posterlk00120.jpg,,2021-10-30 14:43:12,leonard-konopelski/moscow-80-weight-liffting,leonard-konopelski/moscow-80-weight-liffting.html,3,10.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,0,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00120.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 80 Weight Liffting buy online vintage original poster art from Poland Leonard Konopelski Polish sport posters Polish Olympic poster Olympic poster Moscow 80 Weight Liffting,"Leonard Konopelski, buy online vintage original poster art from Poland, Polish sport posters Polish Olympic poster Olympic poster Moscow 80 Weight Liffting",Leonard Konopelski Moscow 80 Weight Liffting,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/moscow-80,leonard-konopelski/moscow-80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 80 Weight Liffting PIGASUS Polnische Plakatkunst Leonard Konopelski Plakat Shop Berlin plakatkunst kaufen Pigasus plakatkunst in Polen Plakatkünstler Leonard Konopelski Original Theaterplakate Moscow 80 Weight Liffting Polnisches,Leonard Konopelski polski plakat sportowy reklamowy sklep Plakatkünstler Original Moscow 80 Weight Liffting Polnisches Olympia-Plakat Olympia-Plakat Moskau 1980 ,Leonard Konopelski Moscow 80 Weight Liffting,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/moscow-80,leonard-konopelski/moscow-80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,plakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 80 Weight Liffting PIGASUS polski plakat sklep Leonard Konopelski kup oryginalne Polskie Plakaty Polska Szkoła Plakatu sklep internetowy Moscow 80 Weight Liffting plakat sportowy Plakat olimpijski Moscow 80 Weight Liffting,Leonard Konopelski Moscow 80 Weight Liffting PIGASUS polski plakat kup oryginalne Polskie Plakaty Polska Szkoła Plakatu sklep internetowy,Leonard Konopelski Moscow 80 Weight Liffting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00121,,Default,simple,OTHER POSTER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1977,Polish Poster,Konopelski,,original,Nein,,,,0,/k/o/konopelski-posterlk00121.jpg,Moscow 1980,,,Nein,,,,,,Im Einkaufswagen,Nein,Moscow 1980,,,Produktinformationsspalte,,mint,100.0000,offset,0,Moscow 1980,"ca. 66,5x93,5 cm",/k/o/konopelski-posterlk00121.jpg,Moscow 1980,,,,,1,2,/k/o/konopelski-posterlk00121.jpg,Moscow 1980,2015-02-08 23:09:59,leonard-konopelski/moscow-1980,leonard-konopelski/moscow-1980.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00121.jpg,Moscow 1980,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 1980 buy online vintage original poster art from Poland Leonard Konopelski Polish Theatre Vintage Art Posters Polish Olympic poster Original Year: 1977 Olympic poster Moscow 1980,"Leonard Konopelski, buy online vintage original poster art from Poland, Polish Theatre Vintage Art Posters Polish Olympic poster Original Year: 1977 Olympic poster Moscow 1980",Leonard Konopelski Moscow 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 1980 PIGASUS Polnische Plakatkunst Leonard Konopelski Plakat Shop Berlin plakatkunst kaufen Pigasus plakatkunst in Polen Plakatkünstler Leonard Konopelski Original Theaterplakate Moscow 1980 Polnisches Olympia-Plakat- Original Ol,Leonard Konopelski theaterplakate berlin Polen Plakatkünstler Original Moscow 1980 Polnisches Olympia-Plakat- Original Olympia-Plakat Moscow 1980,Leonard Konopelski Moscow 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,plakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Konopelski Moscow 1980 PIGASUS polski plakat sklep Leonard Konopelski kup oryginalne Polskie Plakaty Polska Szkoła Plakatu sklep internetowy Moscow 1980 plakat sportowy pierwodruk dobry Olimpiada w Moskwie Moscow 1980,Leonard Konopelski Moscow 1980 PIGASUS polski plakat kup oryginalne Polskie Plakaty Polska Szkoła Plakatu sklep internetowy,Leonard Konopelski Moscow 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00122,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1977 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00122.jpg,,,,,,,,,,,,Szkoła żon,,,,,mint,130.0000,digital reprint,0,Szkoła żon,ca. 70x100 cm,/k/o/konopelski-posterlk00122.jpg,,,,,,1,2,/k/o/konopelski-posterlk00122.jpg,,2014-11-06 18:58:51,leonard-konopelski/szkola-zon,leonard-konopelski/szkola-zon.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00122.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critique of the School for Wives Molière,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/critique-of-the-school-for-wives-moliere,leonard-konopelski/critique-of-the-school-for-wives-moliere.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule der Frauen,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/schule-der-frauen-molier,leonard-konopelski/schule-der-frauen-molier.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00123,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1977 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00123.jpg,,,,,,,,,,,,Szkoła żon,,,,,mint,130.0000,digital reprint,0,Szkoła żon,ca. 70x100 cm,/k/o/konopelski-posterlk00123.jpg,,,,,,1,2,/k/o/konopelski-posterlk00123.jpg,,2014-11-06 18:58:51,leonard-konopelski/szkola-zon-molier,leonard-konopelski/szkola-zon-molier.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00123.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critique of the School for Wives Molière,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/critique-of-the-school-for-wives,leonard-konopelski/critique-of-the-school-for-wives.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule der Frauen,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/schule-der-frauen,leonard-konopelski/schule-der-frauen.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00124,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1973 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00124.jpg,,,,,,,,,,,,Wieczór Trzech Króli,,,,,mint,130.0000,digital reprint,0,Wieczór Trzech Króli,ca. 70x100 cm,/k/o/konopelski-posterlk00124.jpg,,,,,,1,2,/k/o/konopelski-posterlk00124.jpg,,2018-02-08 17:08:48,leonard-konopelski/wieczor-trzech-kroli-szekspir,leonard-konopelski/wieczor-trzech-kroli-szekspir.html,3,10.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00124.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twelfth Night, Or What You Will William Shakespeare",,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/twelfth-night-or-what-you-will-shakespeare,leonard-konopelski/twelfth-night-or-what-you-will-shakespeare.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was ihr wollt,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/was-ihr-wollt-william-shakespeare,leonard-konopelski/was-ihr-wollt-william-shakespeare.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00125,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1976 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00125.jpg,,,,,,,,,,,,Wieczór Trzech Króli,,,,,mint,130.0000,digital reprint,0,Wieczór Trzech Króli,ca. 63x88 cm,/k/o/konopelski-posterlk00125.jpg,,,,,,1,2,/k/o/konopelski-posterlk00125.jpg,,2014-11-06 18:58:51,leonard-konopelski/wieczor-trzech-kroli,leonard-konopelski/wieczor-trzech-kroli.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00125.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twelfth night, Or What You Will William Shakespeare",,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/twelfth-night-or-what-you-will-william-shakespeare,leonard-konopelski/twelfth-night-or-what-you-will-william-shakespeare.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was ihr wollt,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/was-ihr-wollt,leonard-konopelski/was-ihr-wollt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00126,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1988 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00126.jpg,,,,,,,,,,,,Umarła klasa Tadeusz Kantor,,,,,mint,130.0000,digital reprint,0,Umarła klasa Tadeusz Kantor,ca. 70x100 cm,/k/o/konopelski-posterlk00126.jpg,,,,,,1,2,/k/o/konopelski-posterlk00126.jpg,,2014-11-06 18:58:51,leonard-konopelski/umarla-klasa-tadeusz-kantor,leonard-konopelski/umarla-klasa-tadeusz-kantor.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00126.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dead Class Tadeusz Kantor,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/dead-class-tadeusz-kantor,leonard-konopelski/dead-class-tadeusz-kantor.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tote Klasse Tadeusz Kantor,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/tote-klasse-tadeusz-kantor,leonard-konopelski/tote-klasse-tadeusz-kantor.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00127,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1976 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00127.jpg,,,,,,,,,,,,Hedda Gabler,,,,,mint,130.0000,digital reprint,0,Hedda Gabler,ca. 70x100 cm,/k/o/konopelski-posterlk00127.jpg,,,,,,1,2,/k/o/konopelski-posterlk00127.jpg,,2014-11-06 18:58:51,leonard-konopelski/hedda-gabler,leonard-konopelski/hedda-gabler.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00127.jpg,,0,1,,,,,,,,,,,,,,,,
PosterLK00128,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1977 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00128.jpg,,,,,,,,,,,,The Odyssey Theatre Ensamble,,,,,mint,130.0000,digital reprint,0,The Odyssey Theatre Ensamble,ca. 70x100 cm,/k/o/konopelski-posterlk00128.jpg,,,,,,1,2,/k/o/konopelski-posterlk00128.jpg,,2014-11-06 18:58:51,leonard-konopelski/the-odyssey-theatre-ensamble,leonard-konopelski/the-odyssey-theatre-ensamble.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00128.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odyssey Theatre Ensamble,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/odyssey-theatre-ensamble,leonard-konopelski/odyssey-theatre-ensamble.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odyssey Theatre Ensamble,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/odyssey-theatre-ensamble,leonard-konopelski/odyssey-theatre-ensamble.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00129,,Default,simple,MUSIC POSTER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1977 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00129.jpg,,,,,,,,,,,,Comedians and Trevor Griffiths Music Cente,,,,,mint,130.0000,digital reprint,0,Comedians and Trevor Griffiths Music Cente,"ca. 73,5x100 cm",/k/o/konopelski-posterlk00129.jpg,,,,,,1,2,/k/o/konopelski-posterlk00129.jpg,,2014-11-06 18:58:51,leonard-konopelski/comedians-and-trevor-griffiths-music-cente,leonard-konopelski/comedians-and-trevor-griffiths-music-cente.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00129.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedians and Trevor Griffiths Music Center,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/comedians-trevor-griffiths-music-center,leonard-konopelski/comedians-trevor-griffiths-music-center.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedians and Trevor Griffiths Music Center,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/comedians-trevor-griffiths-music-center,leonard-konopelski/comedians-trevor-griffiths-music-center.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00130,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1968,Polish Poster,Konopelski,,original,,,,,0,/k/o/konopelski-posterlk00130.jpg,,,,,,,,,,,,Otello,,,,,mint,300.0000,offset,0,Otello,ca. A1 = 58x82 cm / 23x33 in,/k/o/konopelski-posterlk00130.jpg,,,,,,1,2,/k/o/konopelski-posterlk00130.jpg,,2014-11-06 18:58:51,leonard-konopelski/otello,leonard-konopelski/otello.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00130.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Othello,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/othello,leonard-konopelski/othello.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Othello,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/othello,leonard-konopelski/othello.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00131,,Default,simple,EXHIBITION,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1976 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00131.jpg,,,,,,,,,,,,The Old spaghetti Factory,,,,,mint,140.0000,digital reprint,0,The Old spaghetti Factory,ca. B1 = 68x97cm = 27x38 in,/k/o/konopelski-posterlk00131.jpg,,,,,,1,2,/k/o/konopelski-posterlk00131.jpg,,2014-11-06 18:58:51,leonard-konopelski/the-old-spaghetti-factory,leonard-konopelski/the-old-spaghetti-factory.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00131.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old spaghetti Factory,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/old-spaghetti-factory,leonard-konopelski/old-spaghetti-factory.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/old-spaghetti-factory,leonard-konopelski/old-spaghetti-factory.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00132,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1972 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00132.jpg,,,,,,,,,,,,Dybbuk Sloyme Ansky,,,,,mint,130.0000,digital reprint,0,Dybbuk Sloyme Ansky,ca. 70x100 cm,/k/o/konopelski-posterlk00132.jpg,,,,,,1,2,/k/o/konopelski-posterlk00132.jpg,,2014-11-06 18:58:51,leonard-konopelski/dybbuk,leonard-konopelski/dybbuk.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00132.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/dybbuk-ansky,leonard-konopelski/dybbuk-ansky.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/dybbuk-sloyme-ansky,leonard-konopelski/dybbuk-sloyme-ansky.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00133,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1972 / R 2008,Polish Poster,Konopelski,,reprint,,,,,0,/k/o/konopelski-posterlk00133.jpg,,,,,,,,,,,,Dybbuk Sloyme Ansky,,,,,mint,130.0000,digital reprint,0,Dybbuk Sloyme Ansky,ca. 70x100 cm,/k/o/konopelski-posterlk00133.jpg,,,,,,1,2,/k/o/konopelski-posterlk00133.jpg,,2014-11-06 18:58:51,leonard-konopelski/dybbuk-sloyme-ansky,leonard-konopelski/dybbuk-sloyme-ansky.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00133.jpg,,0,1,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/dybbuk,leonard-konopelski/dybbuk.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PosterLK00135,,Default,simple,THEATER,Default Category,base,,,,,,2012-07-14 00:00:00,,,,,1983,Polish Poster,Konopelski,,original,,,,,0,/k/o/konopelski-posterlk00135.jpg,,,,,,,,,,,,Matka Stanisław Ignacy Witkiewicz Witkacy,,,,,mint,90.0000,offset,0,Matka Stanisław Ignacy Witkiewicz Witkacy,"ca. 51x68,5 cm ",/k/o/konopelski-posterlk00135.jpg,,,,,,1,2,/k/o/konopelski-posterlk00135.jpg,,2014-11-06 18:58:51,leonard-konopelski/matka-stanislaw-ignacy-witkiewicz-witkacy,leonard-konopelski/matka-stanislaw-ignacy-witkiewicz-witkacy.html,4,10.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,0,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/o/konopelski-posterlk00135.jpg,,0,1,,,,,,,,,,,,,,,,
,posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mother Stanisław Ignacy Witkiewicz Witkacy,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/mother-stanislaw-ignacy-witkiewicz-witkacy,leonard-konopelski/mother-stanislaw-ignacy-witkiewicz-witkacy.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutter Stanisław Ignacy Witkiewicz Witkacy,,,,,,,,,,,,,,,,,,,,,,leonard-konopelski/mutter-stanislaw-ignacy-witkiewicz-witkacy,leonard-konopelski/mutter-stanislaw-ignacy-witkiewicz-witkacy.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
